id,text,label,Comments
1954,"Value statement: As a site administrator,I want to be able to control the types of documents that can be uploaded to the site. Acceptance criteria: * Attempts to upload non-approved/non-standard document formats blocked
* Admin can easily edit the list of acceptable file types","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-crafted, with a concise value statement and comprehensive acceptance criteria. All criteria are met without any issues.",
1955,"Value statement: As website manager,I want to be able to import content from the old Drupal 7 website in to the new website to save time Acceptance criteria: * Selected sections and pages to be imported with all content, including images, media, documents and links, into an appropriate page template on the new site
* Migration errors flagged so these can be easily fixed by content designers
* Test scripts to be ran to determine accuracy of migration
NOTE for purposes of evaluation please base this on us having 4,000 webpages, 8,000 documents and 3,000 images to migrate.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-crafted, with a concise value statement and comprehensive acceptance criteria. All criteria are met without any issues.",
1956,"Value statement: As website manager,I want to be redirect traffic from the old site to the correct new page on the new site Acceptance criteria: * Import redirects as part of migration process
* Redirects can be set up and edited
* Redirects tested and working","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-crafted, with a concise value statement and comprehensive acceptance criteria. All criteria are met without any issues.",
1957,"Value statement: As website manager,I want to allocate users specific roles and permissions so that I can carefully control who edits what Acceptance criteria: 1. Super Admin (reserved for developers and platform management). 
2. Admin (central senior content designers and developers who can delete content, create new templates, change global content and configure modules).
3. Content editor (can review, publish and unpublish content and run reports)
4. Content author (can update specific sections of the website but not publish or delete anything). All requests for publication go to the central content team for review and sign off.
5. News editors (Press officers who are allowed to create and publish their own news releases).
6. Emergency publisher (is able to publish site-wide and section alerts out of hours)
7. Read only (users who have access to view draft/unpublished content - no edit permissions)","Value Statement Evaluation:
One role defined: 8/10
Feedback: The user roles are well-defined, but it's not explicitly clear who the ""website manager"" is in this context. A brief clarification could enhance understanding.
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 9/10
Feedback: The process for modifying roles could be specified for a more comprehensive understanding.
Total Score: 66/80
Feedback:
Overall, the user story is well-defined, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the role modification process.",
1958,"Value statement: As a site administrator,I want access to an error log, to help fix problems as they occur on the site Acceptance criteria: * Report to show technical error messages set up
* Report can be sorted and filtered by key fields","Value Statement Evaluation:
One role defined: 8/10
Feedback: Similar to the previous user story, a brief clarification about who the ""site administrator"" is would improve understanding.
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 9/10
Feedback: The report's utility could be specified for a more complete understanding.
Total Score: 67/80
Feedback:
The user story is well-structured, but adding details about the utility of the error log report could enhance the understanding. Additionally, a brief clarification about the ""site administrator"" could improve context.",
1959,"Value statement: As a site administrator,I want to ensure that the site is kept secure Acceptance criteria: Administrator should be able to set
* Set password format and strength (minimum to include at least 8 characters including a capital, and a number.)
* Enforce password resets to be done at regular intervals at a frequency set by the Administrator.","Value Statement Evaluation:
One role defined: 8/10
Feedback: Similar to previous stories, a brief clarification about the ""site administrator"" would improve understanding.
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 77/80
Feedback:
The user story is well-structured, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the role modification process.",
1960,"Value statement: As a site visitor,I want the site to be fast and responsive, so the information I want loads quickly Acceptance criteria: * Site uses caching controls for performance benefit (e.g. site cache is set up to refresh itself on a regular scheduled basis)
* Ability to set different refresh rates for different content types (e.g. news should refresh more regularly)
* Ability to manually update the cache for certain important pages if required
* Site built in such a way as to remove unnecessary code and deliver fast content
* Page speed to be monitored and measured using external tools","Value Statement Evaluation:
One role defined: 8/10
Feedback: Specify who the ""site visitor"" is for a clearer context.
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 78/80
Feedback:
The user story is well-defined, but specifying who the ""site visitor"" is and adding more details about the manual cache update process could enhance clarity.",
1961,"Value statement: As a site administrator,I want to have access to the platform code at all times so that I can edit, modify, integrate, etc.   Acceptance criteria: * full access to code is available to developers on request
* access to CMS codebase / Repo and APIs as needed","Value Statement Evaluation:
One role defined: 8/10
Feedback: Clarify who the ""site administrator"" is for better context.
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 78/80
Feedback:
The user story is well-constructed, but clarifying who the ""site administrator"" is would improve understanding. Additionally, specifying the process for developers to request code access could enhance clarity.",
1962,"Value statement: As a site administrator,I want to have the ability to either replicate a development environment locally or have access to supplier’s own – so that we can mirror what they have to reduce potential for issues arising from differences in environment/versions etc when collaborating with suppliers.  Acceptance criteria: Detailed instructions from the supplier provided so that Haringey developers can mirror what they have to reduce potential for issues arising from differences in environment/versions etc.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
Product definition in ""I want to"" part: 9/10
Feedback: Providing more details about the supplier's instructions could enhance understanding.
Total Score: 76/80
Feedback:
The user story is generally well-structured, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the details about the supplier's instructions.",
1963,"Value statement: As a site administrator,I want to be able to add additional functionality or make changes to the website in a safe way  Acceptance criteria: Developers are given access to the documentation of development environment / standards / release cycles / procedures etc so that they can follow the same standards.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 79/80
Feedback:
The user story is well-constructed, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the process for developers to follow standards.",
1964,"Value statement: As a content  editor,I want the search engine to quickly update itself when I publish, delete or archive content, so  users don’t see unpublished content or content that has been archived or removed from the site. Acceptance criteria: * Search automatically fully refreshes every day
* New content submitted to site search as soon as published
* Content editors have the ability to force a refresh/re-indexing of a specific page more quickly if needed","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 79/80
Feedback:
The user story is well-constructed, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the process for manual refresh/re-indexing.",
1965,"Value statement: As a content  editor,I want the search engine to be able to index and un-index all the content I publish on the site, so that the search results include all the content on the site Acceptance criteria: Search engine can index content in a range of different formats: HTML, text, CSV, Excel, Word, PDF, PowerPoint","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
Product definition in ""I want to"" part: 10/10
Total Score: 77/80
Feedback:
The user story is generally well-constructed, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the range of formats for content indexing.",
1966,"Value statement: As a content  editor,I want to be able to exclude content, so I can easily remove content I don't want users to see when, for example, something has been published when it shouldn't have been Acceptance criteria: Ability to hide pages from site search and external engines such as Google and Bing","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
Product definition in ""I want to"" part: 10/10
Total Score: 77/80
Feedback:
The user story is generally well-constructed, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the process for content exclusion.",
1967,"Value statement: As a content  editor,I want to be able to promote the ""best answer"" for a given search term, so I can guide web site users to the content that best meets what they are looking for Acceptance criteria: Ability to manually promote certain pages based on search terms entered","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
Product definition in ""I want to"" part: 10/10
Total Score: 77/80
Feedback:
The user story is generally well-constructed, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the process for manual promotion of certain pages.",
1968,"Value statement: As a site administrator,I want to be able to integrate Google CSE Search (because it's the current search engine used by the Council). Acceptance criteria: Google Search integration available","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-constructed, and the integration goal is clear. However, it could be beneficial to provide additional context or reasons behind the integration.",
1969,"Value statement: As a site visitor,I want to only search certain types of content (e.g. news items/stories) so that I can find relevant information to me Acceptance criteria: Faceted search / Search that only return results form specific parts of the site or specific content.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
Product definition in ""I want to"" part: 10/10
Total Score: 77/80
Feedback:
The user story is generally well-constructed, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the types of content that can be searched.",
1970,"Value statement: As a site visitor,I want to see the number of items my search has found, so I can make a decision on how long I want to spend looking through results or whether I should refine what I am searching for Acceptance criteria: * Search results page is clearly laid out and includes the number of search matches found
* Pager available showing 10 or 20 pages at a time (configurable by admins)
* Result count is displayed and is correct","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-constructed, and the inclusion of search result count is clear and aligned with user needs.",
1971,"Value statement: As a site visitor,I want help if my search term returns no results , so I don't feel I've reached a dead end and don't know what to do next Acceptance criteria: * The page should say “No results found for <search term>.”
* 'Did you mean?' option available showing similar search terms. 
* Message beneath that customisable by site editors.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-constructed, and the provision for guidance when no results are found is aligned with user expectations.",
1972,"Value statement: As a site visitor,I want an engaging, professional, modern website design where I can find what I want quickly and easily. Acceptance criteria: Design agency will be expected to deliver a fresh  design and layout for the Haringey website. This to cover responsive display on different devices, homepage, landing and content pages, globals (header and footer), and design patterns in use on these pages. These will take into account results of user research and top task data (which will be provided), plus our existing online brand / logo guidelines and colour palette.
For the purposes of evaluation please quote for the following:
* 3 concept designs for the home page, a landing page and standard content page
* 2 iterations of feedback and refinements
* user tesing of top 2 design approaches (mocked up using Figma or similar)
* once final design agreed production of CSS and templates, design patterns and standards (see 9.2 below) upon which the website will be built","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
""So that"" correlated to ""I want to"" part: 9/10
Feedback: The ""So that"" could be more explicitly connected to the user's role and responsibilities.
Product definition in ""I want to"" part: 10/10
Total Score: 79/80
Feedback:
The user story is generally well-constructed, but some minor enhancements can be made for more clarity, particularly in connecting ""So that"" to the user's role and specifying the design expectations.",
1973,"Value statement: As a site administrator,I want to be able to refer to a library of pre-designed design patterns and standards when adding and building components to enable a consistent, accessible user journey across different pages and sites Acceptance criteria: * A published set of design guidelines and patterns to be delivered - in a similar format to http://design.brighton-hove.gov.uk/ - covering all the different page types being used.
* Patterns to include those already available within Local Gov Drupal CMS which we customise/re-brand according you our own colour palette, plus new ones we may request. 
Note basic brand guidelines covering colours, font and logo usage already exist. These will need to be aligned with the GDS-based design components that come with Local Gov Drupal. Copy writing guidelines already exist too and will be updated by the in-house team.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-constructed, and the need for a library of design patterns is clear and aligned with maintaining a consistent user journey.",
1974,"Value statement: As an e-mentoring solution user (mentor or mentee),  I want to register to the e-mentoring system, so that I can access the system's modules, as per my user roles. Acceptance criteria: 1. Mentor or mentee user can fill the registration questionnaire to register themselves to e-mentoring solution.
2. User cannot move further without filling all the required fields in the registration questionnaire.
3. Password cannot be smaller than 8 symbols and maximum of 25 symbols with the following requirements:
   - Using a minimum of one Capital letter
   - Using a minimum of one small letter
   - Using minimum one Number
   - Using at least one Special symbols
4. Password requirements are clearly stated on the registration form, so that the user is aware of them before inputing it.
5. User is only able to submit and to open the page via secure encrypted URL by default.
6. After registration the user receives the registration confirmation email.
7. Password and Repeat password is masked with asterisks (*) during user input
8. Green check mark next to 'New Password' data field is displayed after typing password that meets criteria.
9. Red cross mark next to 'New Password' data field is displayed after typing password that does not meet criteria.
10. When the user successfully submits the registration, new mentee or mentor user is created and email notification is sent to her/his email address.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-constructed, and the registration process aligns with the expectations of a mentor or mentee user.",
1975,"Value statement: As an approver, I want to approve user access request from a mentor, so that he/she can be granted access and use the e-mentoring solution. Acceptance criteria: 1. When a mentor submits an access request, the approver receives an email notification, that includes the link to approval page. 
2. Approval page contains Approve and Reject button, as well as Comment field.
3. When approver clicks the Approve button, the mentor role is assigned and email notification is sent to the mentor user. 
4. When approver clicks the Reject button, Comment field also must be filled with the reason of rejection. 
5. When approver clicks the Reject button, email notification is sent to the mentor user., including the comment with reason of rejection. Access is not assigned to the mentor user.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-constructed, and the approval process for user access is clear and aligned with the needs of the approver.",
1976,"Value statement: As an e-mentoring solution user,  I want to login to e-mentoring solution, so that I can access the system's modules, as per my user roles. Acceptance criteria: 1. The user enters correct username and password and logs on to system, as per her/his roles.
2. When a user enters either incorrect username or password, the user cannot login and receives the error message.
3. There is no user locking mechanism, no matter how many wrong tries there have been.
4. Password requirements are clearly stated on the registration form, so that the user is aware of them before inputing it.","Value Statement Evaluation:
One role defined: 10/10
Definition length: 10/10
Presence of keywords: 10/10
Number of commas and ""ands"": 10/10
Acceptance Criteria Evaluation:
Keywords consistency: 10/10
""So that"" correlated to user definition: 10/10
""So that"" correlated to ""I want to"" part: 10/10
Product definition in ""I want to"" part: 10/10
Total Score: 80/80
Feedback:
The user story is well-constructed, and the login process aligns with the expectations of an e-mentoring solution user.",
